Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Category,Resume
,Sandra Juarez,"Networking, Linux, Ethical Hacking",0.0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,47001.0,10.0,75.0,,35
,Bradley Cruz,"NLP, Pytorch",7.0,PhD,AWS Certified,AI Researcher,Hire,92104.0,6.0,100.0,,36
,Darrell Wilkinson,"Python, NLP",7.0,M.Tech,Google ML,AI Researcher,Hire,80936.0,3.0,100.0,,37
,Jason Flores,"C++, SQL, Java",5.0,B.Tech,Google ML,Software Engineer,Hire,97505.0,7.0,100.0,,38
,Denise Harper,"Linux, Cybersecurity",7.0,PhD,,Cybersecurity Analyst,Hire,106469.0,0.0,80.0,,39
,Kim Blake,"SQL, Python",1.0,MBA,AWS Certified,Data Scientist,Hire,52364.0,8.0,70.0,,40
,Lindsey Jackson,"C++, React",10.0,MBA,AWS Certified,Software Engineer,Hire,101108.0,9.0,100.0,,41
,Frances Salazar,"Networking, Linux",1.0,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,51200.0,10.0,80.0,,42
,Justin Ross,"NLP, TensorFlow, Python",3.0,M.Tech,,AI Researcher,Hire,66403.0,10.0,95.0,,43
,Denise Ramirez,"Machine Learning, Python",1.0,MBA,Deep Learning Specialization,Data Scientist,Hire,50397.0,8.0,70.0,,44
,Tanya West,"SQL, Python, Machine Learning",4.0,M.Tech,AWS Certified,Data Scientist,Hire,95486.0,6.0,95.0,,45
,Ryan Peters,"SQL, Java",5.0,B.Sc,AWS Certified,Software Engineer,Hire,72756.0,4.0,90.0,,46
,Terry Burns,"SQL, Java, C++, React",4.0,MBA,AWS Certified,Software Engineer,Hire,50602.0,9.0,100.0,,47
,Christopher Stevenson,"Python, Machine Learning",8.0,PhD,Google ML,Data Scientist,Hire,103477.0,9.0,100.0,,48
,David Nash,"React, SQL, Java",1.0,MBA,Deep Learning Specialization,Software Engineer,Hire,46437.0,9.0,80.0,,49
,Christopher Nicholson,"Pytorch, Python",5.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,89338.0,1.0,75.0,,50
,Kenneth Skinner,"Python, NLP, TensorFlow, Pytorch",5.0,PhD,,AI Researcher,Hire,45488.0,9.0,100.0,,51
,Dalton Smith,"Ethical Hacking, Cybersecurity, Linux",9.0,M.Tech,,Cybersecurity Analyst,Hire,55058.0,3.0,100.0,,52
,James Bailey,"SQL, Deep Learning, Machine Learning",1.0,MBA,,Data Scientist,Reject,54006.0,4.0,45.0,,53
,William Hill,"Python, SQL, Machine Learning",9.0,B.Sc,Google ML,Data Scientist,Hire,82004.0,2.0,100.0,,54
,James Jones,"Python, SQL, Machine Learning",0.0,B.Tech,AWS Certified,Data Scientist,Reject,112663.0,7.0,60.0,,55
,Danielle Drake,"Cybersecurity, Networking, Ethical Hacking",1.0,B.Sc,Google ML,Cybersecurity Analyst,Reject,56827.0,4.0,55.0,,56
,Rachel Wheeler,"C++, Java, SQL, React",3.0,B.Sc,Google ML,Software Engineer,Hire,49367.0,3.0,75.0,,57
,April Flores,"Networking, Cybersecurity, Ethical Hacking, Linux",1.0,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,86274.0,3.0,55.0,,58
,Ruth Oconnell,"TensorFlow, Pytorch",2.0,B.Sc,,AI Researcher,Reject,62312.0,1.0,35.0,,59
,Sarah Kane,"Java, React",6.0,PhD,Google ML,Software Engineer,Hire,80278.0,4.0,100.0,,60
,Rebecca Wagner,"Python, Pytorch",0.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,71804.0,10.0,70.0,,61
,Laura Howell,"SQL, Deep Learning, Machine Learning, Python",8.0,B.Sc,,Data Scientist,Hire,72780.0,9.0,100.0,,62
,Kevin Miller,"Machine Learning, Deep Learning, Python",9.0,M.Tech,Google ML,Data Scientist,Hire,84443.0,3.0,100.0,,63
,Joanna Foster,"C++, React, Java, SQL",9.0,M.Tech,,Software Engineer,Hire,99057.0,8.0,100.0,,64
,Steven Bell II,"Deep Learning, Python, Machine Learning, SQL",10.0,MBA,Deep Learning Specialization,Data Scientist,Hire,63516.0,2.0,100.0,,65
,Cynthia Simmons,"Java, React, C++",1.0,PhD,,Software Engineer,Reject,62647.0,3.0,40.0,,66
,Brittney Mccormick,"Java, C++, React, SQL",8.0,B.Sc,,Software Engineer,Hire,89042.0,1.0,100.0,,67
,David Mitchell,"Pytorch, Python, TensorFlow, NLP",9.0,M.Tech,Google ML,AI Researcher,Hire,47919.0,4.0,100.0,,68
,Christopher Reed,"Linux, Networking, Ethical Hacking, Cybersecurity",9.0,M.Tech,Google ML,Cybersecurity Analyst,Hire,81596.0,3.0,100.0,,69
,Jonathan Fowler,"SQL, Python, Machine Learning, Deep Learning",1.0,B.Tech,AWS Certified,Data Scientist,Reject,43647.0,1.0,45.0,,70
,Taylor Wright,"Pytorch, TensorFlow, NLP",8.0,PhD,Deep Learning Specialization,AI Researcher,Hire,50670.0,0.0,100.0,,71
,Curtis Townsend,"Ethical Hacking, Networking, Linux",0.0,MBA,Google ML,Cybersecurity Analyst,Reject,60440.0,7.0,60.0,,72
,Scott Kidd,"Python, SQL, Machine Learning, Deep Learning",0.0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,69800.0,6.0,60.0,,73
,Donald Duffy,"Java, SQL",5.0,MBA,AWS Certified,Software Engineer,Hire,40914.0,6.0,100.0,,74
,Michael Chapman,"TensorFlow, NLP",9.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,111697.0,4.0,100.0,,75
,Carolyn James,"Java, React, SQL, C++",4.0,B.Tech,Deep Learning Specialization,Software Engineer,Hire,88155.0,8.0,100.0,,76
,Timothy Kirby,"Python, Machine Learning",0.0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,61332.0,0.0,20.0,,77
,Michael Vasquez,"Cybersecurity, Ethical Hacking, Linux, Networking",7.0,PhD,,Cybersecurity Analyst,Hire,62406.0,1.0,95.0,,78
,Brooke Charles,"TensorFlow, Python",1.0,MBA,,AI Researcher,Reject,75420.0,6.0,50.0,,79
,Wesley Rodriguez,"Deep Learning, Python, Machine Learning, SQL",6.0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,82300.0,4.0,100.0,,80
,Jamie Rose,"NLP, TensorFlow, Pytorch",7.0,MBA,,AI Researcher,Hire,88358.0,4.0,100.0,,81
,Melissa Clark,"React, C++",1.0,PhD,Deep Learning Specialization,Software Engineer,Hire,107085.0,10.0,80.0,,82
,Ryan Moore,"C++, Java",9.0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,51284.0,4.0,100.0,,83
,Shawn Richardson,"Python, NLP, TensorFlow",10.0,B.Tech,,AI Researcher,Hire,62710.0,2.0,100.0,,84
,Lisa Navarro,"Java, SQL, C++",0.0,B.Sc,AWS Certified,Software Engineer,Reject,52290.0,2.0,35.0,,85
,Renee Patterson MD,"Java, React, C++",8.0,M.Tech,,Software Engineer,Hire,87272.0,2.0,100.0,,86
,Heather Bauer,"SQL, Deep Learning, Python, Machine Learning",6.0,M.Tech,Deep Learning Specialization,Data Scientist,Hire,72143.0,10.0,100.0,,87
,Derek Smith,"Python, Pytorch",7.0,B.Sc,,AI Researcher,Hire,98548.0,7.0,100.0,,88
,Jose Mclaughlin,"React, SQL, Java",5.0,PhD,Google ML,Software Engineer,Hire,102333.0,10.0,100.0,,89
,Christina Johnson,"Linux, Ethical Hacking, Cybersecurity, Networking",10.0,M.Tech,,Cybersecurity Analyst,Hire,60343.0,8.0,100.0,,90
,David Santos,"NLP, TensorFlow",4.0,MBA,Google ML,AI Researcher,Hire,49331.0,7.0,95.0,,91
,Melissa Salinas,"Pytorch, TensorFlow, Python",4.0,MBA,Google ML,AI Researcher,Hire,67536.0,6.0,95.0,,92
,Cody Pace,"TensorFlow, NLP, Pytorch",5.0,B.Sc,AWS Certified,AI Researcher,Hire,88653.0,0.0,75.0,,93
,Juan Jimenez,"NLP, Pytorch",0.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,87556.0,10.0,70.0,,94
,Madison Dunn,"Java, SQL, C++",9.0,B.Tech,Google ML,Software Engineer,Hire,113365.0,8.0,100.0,,95
,Stephen Watkins,"TensorFlow, Pytorch, Python, NLP",1.0,B.Sc,AWS Certified,AI Researcher,Reject,97235.0,4.0,60.0,,96
,Dawn Tucker,"TensorFlow, NLP, Pytorch, Python",4.0,PhD,Deep Learning Specialization,AI Researcher,Hire,89633.0,2.0,80.0,,97
,Michelle Benton,"TensorFlow, Pytorch, NLP, Python",6.0,B.Tech,AWS Certified,AI Researcher,Hire,109750.0,9.0,100.0,,98
,Shannon Patel,"Python, Deep Learning",6.0,PhD,Google ML,Data Scientist,Hire,63260.0,8.0,100.0,,99
,Sandra Perkins,"SQL, Java, React",6.0,B.Sc,Google ML,Software Engineer,Hire,67745.0,3.0,100.0,,100
,Sheryl Freeman,"Linux, Cybersecurity",1.0,M.Tech,Google ML,Cybersecurity Analyst,Reject,85755.0,3.0,45.0,,101
,Elaine Ryan,"Ethical Hacking, Cybersecurity",8.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,58775.0,3.0,100.0,,102
,Jonathan Hernandez,"Ethical Hacking, Networking",2.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,49346.0,3.0,55.0,,103
,Emily Williamson,"Ethical Hacking, Networking, Linux",8.0,PhD,,Cybersecurity Analyst,Hire,97521.0,7.0,100.0,,104
,Miguel Dunn,"Java, SQL",5.0,B.Tech,Google ML,Software Engineer,Hire,81801.0,1.0,75.0,,105
,Natasha Orr,"Deep Learning, Machine Learning, SQL",7.0,B.Tech,AWS Certified,Data Scientist,Hire,118152.0,6.0,100.0,,106
,David Richardson,"NLP, Python, TensorFlow",9.0,B.Tech,AWS Certified,AI Researcher,Hire,105695.0,0.0,100.0,,107
,Michael Lewis,"Python, Deep Learning, Machine Learning",2.0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,98024.0,2.0,55.0,,108
,Michael Jones,"Python, Machine Learning, SQL",4.0,B.Tech,,Data Scientist,Hire,85884.0,6.0,85.0,,109
,Nicole Hunt,"Ethical Hacking, Linux, Networking, Cybersecurity",7.0,MBA,,Cybersecurity Analyst,Hire,107237.0,3.0,100.0,,110
,Austin Hunter,"Java, React",9.0,B.Tech,Google ML,Software Engineer,Hire,117897.0,0.0,100.0,,111
,Richard Jones MD,"Machine Learning, SQL, Deep Learning",5.0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,59033.0,4.0,95.0,,112
,Sydney Nelson,"SQL, Python, Machine Learning, Deep Learning",3.0,MBA,Deep Learning Specialization,Data Scientist,Hire,102054.0,1.0,65.0,,113
,Paula Mills,"Pytorch, TensorFlow",0.0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,98413.0,3.0,35.0,,114
,Meagan King,"C++, Java",2.0,MBA,Deep Learning Specialization,Software Engineer,Reject,85561.0,2.0,50.0,,115
,Tina Smith,"NLP, TensorFlow, Pytorch",9.0,PhD,,AI Researcher,Hire,88498.0,9.0,100.0,,116
,Mr. David Boyle,"Networking, Cybersecurity, Linux, Ethical Hacking",10.0,B.Tech,,Cybersecurity Analyst,Hire,101100.0,10.0,100.0,,117
,Mariah Randolph,"React, C++, Java",5.0,PhD,AWS Certified,Software Engineer,Hire,72099.0,10.0,100.0,,118
,Sandra Freeman,"React, Java, SQL",4.0,MBA,Google ML,Software Engineer,Hire,99599.0,9.0,100.0,,119
,Joseph Carroll,"React, C++, Java, SQL",5.0,MBA,Deep Learning Specialization,Software Engineer,Hire,68881.0,8.0,100.0,,120
,Cynthia Espinoza,"Java, React",6.0,B.Sc,Google ML,Software Engineer,Hire,62463.0,0.0,80.0,,121
,Robert Carey,"Python, TensorFlow, Pytorch, NLP",4.0,B.Sc,AWS Certified,AI Researcher,Hire,47581.0,2.0,80.0,,122
,Stephen Mcdonald,"Linux, Networking, Cybersecurity, Ethical Hacking",7.0,PhD,,Cybersecurity Analyst,Hire,91604.0,3.0,100.0,,123
,Haley Gonzalez,"SQL, Java",1.0,PhD,AWS Certified,Software Engineer,Hire,74663.0,9.0,75.0,,124
,Jaime Wilson,"Java, C++, React",6.0,MBA,AWS Certified,Software Engineer,Hire,64025.0,10.0,100.0,,125
,Taylor Cunningham,"SQL, Python",9.0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,66133.0,2.0,100.0,,126
,Sophia Bradley,"Machine Learning, Python, Deep Learning, SQL",5.0,M.Tech,Deep Learning Specialization,Data Scientist,Hire,95222.0,5.0,100.0,,127
,Gary Hanson,"Pytorch, Python",3.0,MBA,Deep Learning Specialization,AI Researcher,Reject,48726.0,0.0,50.0,,128
,Michael Ingram,"Linux, Networking, Ethical Hacking, Cybersecurity",8.0,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,111242.0,5.0,100.0,,129
,Shannon Alvarez,"Python, NLP, Pytorch",3.0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,91770.0,0.0,55.0,,130
,Jonathan Howard,"NLP, Python, Pytorch, TensorFlow",1.0,B.Sc,AWS Certified,AI Researcher,Reject,113470.0,4.0,60.0,,131
,Rebecca Reynolds,"Java, C++, SQL",0.0,B.Sc,,Software Engineer,Reject,103202.0,3.0,30.0,,132
,Eric Gregory,"Ethical Hacking, Networking, Linux, Cybersecurity",8.0,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,114147.0,4.0,100.0,,133
,Brad Stephens,"C++, Java, React, SQL",1.0,PhD,,Software Engineer,Reject,116556.0,0.0,30.0,,134
,Paul Castro,"TensorFlow, NLP, Python, Pytorch",6.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,60828.0,3.0,100.0,,135
,Elizabeth Williamson,"Networking, Cybersecurity",7.0,B.Sc,,Cybersecurity Analyst,Hire,42894.0,0.0,80.0,,136
,Mason Jones,"Linux, Cybersecurity, Ethical Hacking",4.0,M.Tech,,Cybersecurity Analyst,Hire,114988.0,5.0,80.0,,137
,Jean Clark,"Machine Learning, Python, SQL",10.0,M.Tech,Google ML,Data Scientist,Hire,88678.0,3.0,100.0,,138
,Tyler Henderson,"Deep Learning, SQL, Python, Machine Learning",4.0,M.Tech,,Data Scientist,Hire,60868.0,7.0,95.0,,139
,Jamie Robertson,"Ethical Hacking, Cybersecurity, Networking, Linux",3.0,MBA,Google ML,Cybersecurity Analyst,Hire,93303.0,1.0,65.0,,140
,Ronald Thomas,"Deep Learning, Python, SQL",3.0,B.Sc,Google ML,Data Scientist,Hire,64716.0,2.0,65.0,,141
,Ashley Peters,"Cybersecurity, Ethical Hacking, Linux",9.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885.0,2.0,100.0,,142
,Thomas Davis,"SQL, Machine Learning, Deep Learning, Python",5.0,B.Tech,,Data Scientist,Hire,89620.0,3.0,85.0,,143
,David Krause,"Networking, Linux, Cybersecurity, Ethical Hacking",10.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474.0,0.0,100.0,,144
,Tabitha Clark,"TensorFlow, Pytorch, Python",5.0,B.Tech,Google ML,AI Researcher,Hire,79333.0,5.0,100.0,,145
,Catherine Garcia,"TensorFlow, Pytorch, NLP",10.0,M.Tech,AWS Certified,AI Researcher,Hire,58221.0,8.0,100.0,,146
,Dawn Brown,"SQL, Python, Deep Learning, Machine Learning",10.0,PhD,,Data Scientist,Hire,119703.0,1.0,100.0,,147
,Joshua Hughes,"Python, Machine Learning",8.0,PhD,AWS Certified,Data Scientist,Hire,95978.0,4.0,100.0,,148
,Laurie Cervantes,"TensorFlow, NLP, Pytorch",6.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,63269.0,0.0,85.0,,149
,Shannon Johnson,"Python, Machine Learning",9.0,B.Sc,Google ML,Data Scientist,Hire,83152.0,2.0,100.0,,150
,Karen Peters,"Ethical Hacking, Networking, Linux",3.0,B.Tech,Google ML,Cybersecurity Analyst,Hire,118508.0,7.0,90.0,,151
,Jacqueline Lee,"SQL, React, Java",6.0,PhD,AWS Certified,Software Engineer,Hire,99537.0,10.0,100.0,,152
,Dale Williams,"Python, Machine Learning, SQL, Deep Learning",7.0,PhD,AWS Certified,Data Scientist,Hire,62092.0,2.0,100.0,,153
,Victoria Kennedy,"Python, Deep Learning, SQL, Machine Learning",7.0,B.Tech,Google ML,Data Scientist,Hire,65981.0,0.0,100.0,,154
,Brandon Ruiz,"Ethical Hacking, Linux, Cybersecurity",5.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,53855.0,8.0,100.0,,155
,Anthony Neal,"Cybersecurity, Ethical Hacking, Networking, Linux",6.0,M.Tech,,Cybersecurity Analyst,Hire,98876.0,2.0,90.0,,156
,Paul Wallace,"Linux, Ethical Hacking, Networking, Cybersecurity",6.0,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,59082.0,5.0,100.0,,157
,Renee Odonnell DDS,"Pytorch, TensorFlow, Python",2.0,PhD,,AI Researcher,Reject,85955.0,1.0,40.0,,158
,Christopher White,"Ethical Hacking, Linux",6.0,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,113676.0,9.0,100.0,,159
,Margaret Holmes,"Cybersecurity, Linux",2.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,118103.0,1.0,45.0,,160
,Michael Le,"SQL, Machine Learning",3.0,PhD,Deep Learning Specialization,Data Scientist,Hire,112466.0,9.0,95.0,,161
,Patricia Scott,"SQL, Machine Learning",5.0,M.Tech,AWS Certified,Data Scientist,Hire,99076.0,8.0,100.0,,162
,Katie Wall,"Linux, Cybersecurity",5.0,M.Tech,,Cybersecurity Analyst,Hire,115234.0,10.0,100.0,,163
,Steven Johnson,"TensorFlow, NLP, Python",1.0,M.Tech,,AI Researcher,Reject,76442.0,2.0,35.0,,164
,Rhonda Green,"Networking, Cybersecurity, Linux, Ethical Hacking",7.0,M.Tech,Google ML,Cybersecurity Analyst,Hire,117704.0,10.0,100.0,,165
,Christopher Fletcher,"Deep Learning, SQL",2.0,PhD,,Data Scientist,Reject,89120.0,3.0,45.0,,166
,Joel Hansen,"Pytorch, NLP, Python",3.0,M.Tech,AWS Certified,AI Researcher,Hire,76100.0,6.0,85.0,,167
,Katherine Cabrera,"Networking, Cybersecurity, Ethical Hacking",2.0,B.Sc,Google ML,Cybersecurity Analyst,Hire,63016.0,7.0,80.0,,168
,Shawn Schmidt,"Java, C++, React, SQL",9.0,B.Sc,Deep Learning Specialization,Software Engineer,Hire,68144.0,2.0,100.0,,169
,Ruth Prince,"Python, Machine Learning",7.0,M.Tech,,Data Scientist,Hire,98540.0,0.0,80.0,,170
,Scott Gray,"Networking, Ethical Hacking, Cybersecurity",8.0,MBA,,Cybersecurity Analyst,Hire,44474.0,1.0,100.0,,171
,Lisa Lawson,"Deep Learning, SQL, Python",3.0,B.Sc,AWS Certified,Data Scientist,Hire,50781.0,6.0,85.0,,172
,Brenda Crawford,"React, SQL, C++",3.0,B.Tech,Google ML,Software Engineer,Hire,100722.0,5.0,80.0,,173
,Phillip Shaw,"SQL, Python",9.0,PhD,Deep Learning Specialization,Data Scientist,Hire,69101.0,8.0,100.0,,174
,Lisa Jones,"Machine Learning, Deep Learning, Python, SQL",6.0,MBA,,Data Scientist,Hire,76085.0,4.0,100.0,,175
,Dillon Hoffman,"SQL, Machine Learning, Python, Deep Learning",9.0,B.Sc,Google ML,Data Scientist,Hire,57223.0,2.0,100.0,,176
,Eric Mendez,"C++, React",1.0,MBA,,Software Engineer,Reject,55836.0,3.0,35.0,,177
,Terry Kaufman,"SQL, Deep Learning, Python, Machine Learning",8.0,B.Sc,Google ML,Data Scientist,Hire,118651.0,5.0,100.0,,178
,Andrea Clark,"Pytorch, TensorFlow",3.0,MBA,,AI Researcher,Hire,81415.0,7.0,75.0,,179
,Erin Maynard,"Networking, Cybersecurity, Ethical Hacking",8.0,MBA,,Cybersecurity Analyst,Hire,65748.0,4.0,100.0,,180
,Jared Gonzalez,"Java, React",6.0,PhD,Deep Learning Specialization,Software Engineer,Hire,54170.0,7.0,100.0,,181
,Stephen Nichols,"Machine Learning, Deep Learning, SQL, Python",1.0,PhD,,Data Scientist,Hire,60495.0,7.0,65.0,,182
,Caleb Tucker,"Pytorch, NLP",0.0,B.Sc,,AI Researcher,Reject,42924.0,7.0,45.0,,183
,Caitlin Turner,"SQL, Deep Learning, Python",5.0,PhD,,Data Scientist,Hire,89654.0,3.0,80.0,,184
,Justin Myers Jr.,"React, Java, C++, SQL",7.0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,89830.0,3.0,100.0,,185
,Anthony Benson,"Java, C++, React, SQL",5.0,MBA,Deep Learning Specialization,Software Engineer,Hire,64162.0,7.0,100.0,,186
,Valerie Morrison,"Pytorch, Python",0.0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,44226.0,7.0,55.0,,187
,Mary Wilson,"NLP, TensorFlow, Python",0.0,MBA,Deep Learning Specialization,AI Researcher,Reject,65417.0,3.0,40.0,,188
,Evelyn Porter,"SQL, Python, Machine Learning, Deep Learning",3.0,M.Tech,Google ML,Data Scientist,Hire,65930.0,5.0,85.0,,189
,Scott Salinas,"React, SQL, Java, C++",1.0,PhD,AWS Certified,Software Engineer,Hire,58162.0,5.0,65.0,,190
,Rachel Bridges,"Linux, Cybersecurity, Ethical Hacking",8.0,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,59707.0,8.0,100.0,,191
,Lori Porter,"Linux, Ethical Hacking",1.0,PhD,AWS Certified,Cybersecurity Analyst,Reject,60465.0,3.0,45.0,,192
,Keith Ayers,"TensorFlow, NLP, Python",3.0,MBA,Deep Learning Specialization,AI Researcher,Hire,80393.0,10.0,100.0,,193
,Nicholas Welch,"Machine Learning, SQL, Python",10.0,PhD,,Data Scientist,Hire,95170.0,6.0,100.0,,194
,Jason Carter,"Pytorch, Python, TensorFlow, NLP",9.0,B.Sc,AWS Certified,AI Researcher,Hire,114772.0,5.0,100.0,,195
,Kimberly Anderson,"Pytorch, Python",7.0,B.Tech,,AI Researcher,Hire,42236.0,6.0,100.0,,196
,John Mendoza,"Python, Deep Learning",8.0,PhD,,Data Scientist,Hire,69641.0,10.0,100.0,,197
,Audrey Haynes,"C++, SQL, Java",1.0,PhD,Deep Learning Specialization,Software Engineer,Hire,68682.0,7.0,70.0,,198
,Zachary Harris,"Ethical Hacking, Cybersecurity, Linux",3.0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,113725.0,0.0,55.0,,199
,Ann Silva,"Python, TensorFlow",1.0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,89941.0,4.0,50.0,,200
,Ashley Elliott,"Cybersecurity, Ethical Hacking, Linux, Networking",8.0,MBA,Google ML,Cybersecurity Analyst,Hire,102247.0,8.0,100.0,,201
,Thomas Hill,"TensorFlow, NLP",6.0,PhD,Google ML,AI Researcher,Hire,87988.0,1.0,85.0,,202
,Danny Torres,"Ethical Hacking, Cybersecurity, Networking",8.0,B.Tech,,Cybersecurity Analyst,Hire,66329.0,0.0,95.0,,203
,Tiffany Koch,"NLP, Python, TensorFlow",1.0,PhD,Deep Learning Specialization,AI Researcher,Hire,42249.0,7.0,70.0,,204
,Rachael Williams,"Java, C++",9.0,MBA,Google ML,Software Engineer,Hire,82341.0,3.0,100.0,,205
,Timothy Caldwell,"NLP, Pytorch, Python, TensorFlow",10.0,B.Sc,,AI Researcher,Hire,43594.0,4.0,100.0,,206
,Jenny Weaver,"Ethical Hacking, Linux, Cybersecurity, Networking",7.0,MBA,,Cybersecurity Analyst,Hire,116460.0,10.0,100.0,,207
,Shawn Carson,"C++, React",2.0,B.Sc,AWS Certified,Software Engineer,Hire,96027.0,5.0,65.0,,208
,Derrick Mendoza,"Cybersecurity, Ethical Hacking, Networking, Linux",1.0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,102390.0,6.0,70.0,,209
,Thomas Thompson,"Python, NLP, TensorFlow",2.0,M.Tech,Google ML,AI Researcher,Hire,90388.0,4.0,65.0,,210
,Cindy Crosby,"Machine Learning, Python, Deep Learning",3.0,B.Tech,AWS Certified,Data Scientist,Hire,99842.0,4.0,75.0,,211
,Denise Davenport,"Networking, Linux, Ethical Hacking",7.0,B.Tech,Google ML,Cybersecurity Analyst,Hire,96689.0,3.0,100.0,,212
,Wyatt Anderson,"C++, SQL",2.0,MBA,Google ML,Software Engineer,Reject,94346.0,1.0,45.0,,213
,Peter Patterson,"SQL, Java",1.0,B.Tech,Google ML,Software Engineer,Hire,45989.0,7.0,65.0,,214
,Nicholas Brown,"TensorFlow, Python, NLP",3.0,B.Tech,,AI Researcher,Reject,41769.0,3.0,60.0,,215
,Gloria Miller,"Linux, Ethical Hacking, Cybersecurity, Networking",8.0,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,45438.0,3.0,100.0,,216
,Tammy Phillips,"SQL, Deep Learning, Python, Machine Learning",7.0,B.Sc,,Data Scientist,Hire,82958.0,10.0,100.0,,217
,William Murphy,"TensorFlow, Python, NLP, Pytorch",8.0,MBA,AWS Certified,AI Researcher,Hire,70446.0,8.0,100.0,,218
,John James,"Linux, Networking, Cybersecurity, Ethical Hacking",1.0,B.Sc,,Cybersecurity Analyst,Hire,40222.0,10.0,80.0,,219
,Christina Sanchez,"Pytorch, TensorFlow, Python, NLP",10.0,PhD,Google ML,AI Researcher,Hire,99512.0,2.0,100.0,,220
,Keith Ward,"Cybersecurity, Linux",9.0,PhD,,Cybersecurity Analyst,Hire,77138.0,0.0,100.0,,221
,Mark Skinner,"Python, NLP",1.0,M.Tech,Google ML,AI Researcher,Reject,98317.0,1.0,35.0,,222
,James Myers,"Python, TensorFlow, Pytorch, NLP",6.0,B.Sc,,AI Researcher,Hire,78872.0,4.0,100.0,,223
,Jon Poole,"Java, SQL",8.0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,96786.0,4.0,100.0,,224
,John Weiss,"Linux, Ethical Hacking, Cybersecurity",4.0,PhD,AWS Certified,Cybersecurity Analyst,Hire,96836.0,1.0,70.0,,225
,Sean Livingston,"Cybersecurity, Networking",1.0,B.Tech,Google ML,Cybersecurity Analyst,Reject,94563.0,6.0,60.0,,226
,Jacob Long,"Python, Deep Learning, Machine Learning",2.0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,106472.0,4.0,65.0,,227
,Sarah Christensen,"Linux, Networking, Ethical Hacking",7.0,B.Sc,,Cybersecurity Analyst,Hire,79874.0,6.0,100.0,,228
,Scott Young,"Python, Pytorch",3.0,PhD,Deep Learning Specialization,AI Researcher,Hire,43097.0,8.0,90.0,,229
,Christopher Dominguez,"Cybersecurity, Networking, Ethical Hacking",2.0,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,102929.0,10.0,95.0,,230
,Thomas Curtis,"Python, NLP, Pytorch",1.0,MBA,Google ML,AI Researcher,Reject,113921.0,1.0,40.0,,231
,Anita Vega,"React, C++, Java, SQL",0.0,M.Tech,AWS Certified,Software Engineer,Hire,80517.0,8.0,70.0,,232
,Jennifer Lane,"Deep Learning, Python",3.0,MBA,AWS Certified,Data Scientist,Hire,110523.0,4.0,70.0,,233
,Tonya Ellison,"SQL, Java, C++, React",9.0,M.Tech,,Software Engineer,Hire,76224.0,5.0,100.0,,234
,Robert Guerrero,"Cybersecurity, Linux, Networking",0.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,49774.0,7.0,60.0,,235
,Elizabeth Graham,"React, SQL",7.0,B.Tech,AWS Certified,Software Engineer,Hire,75572.0,0.0,90.0,,236
